timestamp_iso,ensemble_score,adaptive_threshold,is_anomaly
2026-05-08T17:14:10.222245Z,85.296,20.647,True
2026-05-08T17:14:12.281740Z,86.765,20.647,True
2026-05-08T17:14:14.344533Z,83.879,20.647,True
2026-05-08T17:14:16.406875Z,85.428,20.647,True
2026-05-08T17:14:18.471698Z,85.741,20.647,True
2026-05-08T17:14:20.535873Z,85.957,20.647,True
2026-05-08T17:14:22.628093Z,87.206,20.647,True
2026-05-08T17:14:24.687340Z,67.377,20.647,True
2026-05-08T17:14:26.748022Z,85.087,20.647,True
2026-05-08T17:14:28.816970Z,86.695,20.647,True
2026-05-08T17:14:30.880230Z,87.746,20.647,True
2026-05-08T17:14:32.955671Z,85.645,20.647,True
2026-05-08T17:14:35.014800Z,84.928,88.176,False
2026-05-08T17:14:37.074156Z,87.021,88.166,False
2026-05-08T17:14:39.140850Z,88.172,88.172,True
2026-05-08T17:14:41.201478Z,85.691,88.172,False
2026-05-08T17:14:43.273351Z,84.989,88.171,False
2026-05-08T17:14:45.326945Z,86.502,88.171,False
2026-05-08T17:14:47.391424Z,86.694,88.171,False
2026-05-08T17:14:49.451929Z,84.724,88.171,False
2026-05-08T17:14:51.512943Z,62.972,88.17,False
2026-05-08T17:14:53.571072Z,66.33,88.17,False
2026-05-08T17:14:55.635559Z,88.228,88.203,True
2026-05-08T17:14:57.699461Z,86.7,88.2,False
2026-05-08T17:14:59.762025Z,86.333,88.197,False
2026-05-08T17:15:01.832634Z,89.029,88.28,True
2026-05-08T17:15:03.913019Z,89.516,88.36,True
2026-05-08T17:15:05.970213Z,87.45,88.36,False
2026-05-08T17:15:08.033792Z,86.705,88.36,False
2026-05-08T17:15:10.097774Z,88.825,88.453,True
2026-05-08T17:15:12.160084Z,89.246,88.855,True
2026-05-08T17:15:14.218230Z,87.45,88.845,False
2026-05-08T17:15:16.321321Z,86.705,88.835,False
2026-05-08T17:15:18.341402Z,63.931,88.825,False
2026-05-08T17:15:20.403128Z,65.105,88.801,False
2026-05-08T17:15:22.484221Z,87.45,88.778,False
2026-05-08T17:15:24.571420Z,86.705,88.755,False
2026-05-08T17:15:26.621825Z,88.954,88.928,True
2026-05-08T17:15:28.687421Z,89.186,89.01,True
2026-05-08T17:15:30.751573Z,87.248,89.006,False
2026-05-08T17:15:32.857226Z,86.505,89.003,False
2026-05-08T17:15:35.087708Z,88.765,88.999,False
2026-05-08T17:15:36.961400Z,89.154,89.097,True
2026-05-08T17:15:39.017515Z,87.248,89.091,False
2026-05-08T17:15:41.079909Z,86.505,89.085,False
2026-05-08T17:15:43.142331Z,88.507,89.079,False
2026-05-08T17:15:45.203329Z,68.692,89.072,False
2026-05-08T17:15:47.448455Z,65.45,89.066,False
2026-05-08T17:15:49.311716Z,86.287,89.06,False
2026-05-08T17:15:51.383056Z,88.116,89.054,False
2026-05-08T17:15:53.444057Z,88.927,89.047,False
2026-05-08T17:15:55.512763Z,80.887,89.041,False
2026-05-08T17:15:57.583414Z,83.964,89.035,False
2026-05-08T17:15:59.655067Z,85.193,89.029,False
2026-05-08T17:16:01.717664Z,85.318,89.025,False
2026-05-08T17:16:03.783193Z,85.204,89.021,False
2026-05-08T17:16:05.851983Z,86.236,89.017,False
2026-05-08T17:16:07.914527Z,83.673,89.014,False
2026-05-08T17:16:09.976736Z,84.867,89.01,False
2026-05-08T17:16:12.041406Z,85.085,89.006,False
2026-05-08T17:16:14.102989Z,85.308,89.003,False
2026-05-08T17:16:16.174336Z,86.618,88.999,False
2026-05-08T17:16:18.248907Z,84.037,88.995,False
2026-05-08T17:16:20.323863Z,84.453,88.991,False
2026-05-08T17:16:22.386870Z,85.438,88.988,False
2026-05-08T17:16:24.465538Z,85.691,88.984,False
2026-05-08T17:16:26.509232Z,86.844,88.98,False
2026-05-08T17:16:28.567706Z,67.105,88.977,False
2026-05-08T17:16:30.628697Z,84.237,88.973,False
2026-05-08T17:16:32.693783Z,86.367,88.969,False
2026-05-08T17:16:34.754456Z,87.382,88.965,False
2026-05-08T17:16:36.822823Z,84.925,88.962,False
2026-05-08T17:16:40.546661Z,84.245,88.958,False
2026-05-08T17:16:40.951805Z,86.553,88.954,False
2026-05-08T17:16:43.013986Z,87.571,88.953,False
2026-05-08T17:16:45.104902Z,85.303,88.951,False
2026-05-08T17:16:47.151910Z,84.131,88.95,False
2026-05-08T17:16:49.564716Z,86.006,88.949,False
2026-05-08T17:16:51.497101Z,86.676,88.947,False
2026-05-08T17:16:53.515457Z,83.39,88.946,False
2026-05-08T17:16:55.580307Z,60.716,88.945,False
2026-05-08T17:16:57.647235Z,64.131,88.943,False
2026-05-08T17:16:59.709469Z,86.783,88.942,False
2026-05-08T17:17:01.811824Z,85.169,88.94,False
2026-05-08T17:17:03.846760Z,84.528,88.939,False
2026-05-08T17:17:05.928044Z,87.842,88.938,False
2026-05-08T17:17:07.995029Z,88.457,88.936,False
2026-05-08T17:17:10.065194Z,86.251,88.935,False
2026-05-08T17:17:12.337001Z,85.295,88.934,False
2026-05-08T17:17:14.305963Z,87.906,88.932,False
2026-05-08T17:17:16.371556Z,88.457,88.931,False
2026-05-08T17:17:18.446347Z,86.251,88.929,False
2026-05-08T17:17:20.514066Z,85.295,88.928,False
2026-05-08T17:17:22.601221Z,62.92,88.927,False
2026-05-08T17:17:24.657477Z,64.635,88.922,False
2026-05-08T17:17:26.734632Z,86.251,88.916,False
2026-05-08T17:17:29.145798Z,85.295,88.911,False
2026-05-08T17:17:30.903023Z,87.906,88.906,False
2026-05-08T17:17:32.997172Z,88.457,88.901,False
2026-05-08T17:17:35.171754Z,86.251,88.896,False
2026-05-08T17:17:37.179992Z,85.295,88.891,False
2026-05-08T17:17:39.242509Z,87.778,88.886,False
2026-05-08T17:17:41.309138Z,88.425,88.881,False
2026-05-08T17:17:43.375060Z,86.251,88.876,False
2026-05-08T17:17:45.452344Z,85.295,88.871,False
2026-05-08T17:17:47.521341Z,87.513,88.866,False
2026-05-08T17:17:49.574485Z,67.516,88.86,False
2026-05-08T17:17:51.687186Z,63.907,88.855,False
2026-05-08T17:17:53.733377Z,85.248,88.85,False
2026-05-08T17:17:55.808330Z,87.778,88.845,False
2026-05-08T17:17:57.862520Z,88.425,88.84,False
2026-05-08T17:18:00.047273Z,77.76,88.835,False
2026-05-08T17:18:02.072920Z,83.059,88.83,False
2026-05-08T17:18:04.143260Z,84.659,88.825,False
2026-05-08T17:18:06.269355Z,84.657,88.822,False
2026-05-08T17:18:08.328830Z,84.959,88.819,False
2026-05-08T17:18:10.393502Z,85.696,88.816,False
2026-05-08T17:18:12.505940Z,82.894,88.813,False
2026-05-08T17:18:14.550350Z,84.205,88.81,False
2026-05-08T17:18:16.615415Z,84.592,88.807,False
2026-05-08T17:18:18.727642Z,84.852,88.804,False
2026-05-08T17:18:20.744344Z,86.092,88.801,False
2026-05-08T17:18:22.822920Z,83.01,88.798,False
2026-05-08T17:18:24.914398Z,84.38,88.795,False
2026-05-08T17:18:26.966266Z,84.875,88.792,False
2026-05-08T17:18:29.138773Z,85.302,88.789,False
2026-05-08T17:18:31.197299Z,86.199,88.786,False
2026-05-08T17:18:33.293039Z,64.984,88.783,False
2026-05-08T17:18:35.334843Z,84.332,88.78,False
2026-05-08T17:18:37.470715Z,85.694,88.777,False
2026-05-08T17:18:39.557027Z,86.639,88.774,False
2026-05-08T17:18:41.620704Z,83.805,88.771,False
2026-05-08T17:18:43.696518Z,83.719,88.768,False
2026-05-08T17:18:45.775141Z,85.762,88.765,False
2026-05-08T17:18:47.832334Z,86.423,88.752,False
2026-05-08T17:18:49.966656Z,83.467,88.739,False
2026-05-08T17:18:52.323287Z,82.588,88.726,False
2026-05-08T17:18:54.691487Z,84.326,88.713,False
2026-05-08T17:18:56.381944Z,85.191,88.7,False
2026-05-08T17:18:58.463152Z,83.247,88.687,False
2026-05-08T17:19:00.525276Z,61.571,88.674,False
2026-05-08T17:19:02.592964Z,63.72,88.662,False
2026-05-08T17:19:04.849629Z,87.503,88.649,False
2026-05-08T17:19:06.792594Z,85.132,88.636,False
2026-05-08T17:19:08.922615Z,85.403,88.623,False
2026-05-08T17:19:11.030767Z,86.946,88.61,False
2026-05-08T17:19:13.095019Z,88.071,88.597,False
2026-05-08T17:19:15.182163Z,85.448,88.584,False
2026-05-08T17:19:17.254373Z,85.355,88.571,False
2026-05-08T17:19:19.406186Z,87.05,88.558,False
2026-05-08T17:19:21.516958Z,87.989,88.545,False
2026-05-08T17:19:24.050940Z,85.337,88.532,False
2026-05-08T17:19:30.568722Z,85.724,88.519,False
2026-05-08T17:19:31.635957Z,61.768,88.519,False
2026-05-08T17:19:33.054706Z,63.844,88.519,False
2026-05-08T17:19:33.926311Z,85.271,88.519,False
2026-05-08T17:19:35.137804Z,85.724,88.519,False
2026-05-08T17:19:37.224740Z,87.05,88.519,False
2026-05-08T17:19:39.493574Z,87.989,88.519,False
2026-05-08T17:19:41.387717Z,85.067,88.519,False
2026-05-08T17:19:43.470879Z,85.943,88.519,False
2026-05-08T17:19:45.531825Z,87.05,88.519,False
2026-05-08T17:19:47.600099Z,87.893,88.519,False
2026-05-08T17:19:50.571895Z,85.067,88.519,False
2026-05-08T17:19:52.145995Z,85.724,88.519,False
2026-05-08T17:19:54.212246Z,87.05,88.519,False
2026-05-08T17:19:56.298913Z,66.3,88.519,False
2026-05-08T17:19:58.381001Z,62.679,88.519,False
2026-05-08T17:20:00.776273Z,85.88,88.519,False
2026-05-08T17:20:02.585469Z,87.05,88.519,False
2026-05-08T17:20:04.647305Z,87.701,88.519,False
2026-05-08T17:20:06.754263Z,76.788,88.519,False
2026-05-08T17:20:09.339238Z,84.004,88.519,False
2026-05-08T17:20:14.649825Z,84.288,88.519,False
2026-05-08T17:20:14.768932Z,84.412,88.519,False
2026-05-08T17:20:15.139949Z,84.798,88.519,False
2026-05-08T17:20:17.209989Z,85.371,88.519,False
2026-05-08T17:20:19.301143Z,82.886,88.519,False
2026-05-08T17:20:21.388082Z,84.298,88.519,False
2026-05-08T17:20:23.541347Z,84.391,88.519,False
2026-05-08T17:20:25.863015Z,84.736,88.519,False
2026-05-08T17:20:27.757702Z,85.658,88.519,False
2026-05-08T17:20:31.704862Z,82.893,88.519,False
2026-05-08T17:20:33.152805Z,84.618,88.519,False
2026-05-08T17:20:34.845947Z,84.711,88.519,False
2026-05-08T17:20:36.343657Z,84.83,88.519,False
2026-05-08T17:20:38.408080Z,85.715,88.519,False
2026-05-08T17:20:40.477044Z,64.766,88.519,False
2026-05-08T17:20:42.552134Z,84.268,88.519,False
2026-05-08T17:20:44.602288Z,85.112,88.519,False
2026-05-08T17:20:46.687199Z,86.25,88.46,False
2026-05-08T17:20:48.913982Z,83.047,88.46,False
2026-05-08T17:20:50.818311Z,84.351,88.46,False
2026-05-08T17:34:44.772281Z,67.783,20.647,True
2026-05-08T17:34:44.819401Z,81.278,20.647,True
2026-05-08T17:34:44.864184Z,78.142,20.647,True
2026-05-08T17:34:44.903039Z,79.435,20.647,True
2026-05-08T17:34:44.941297Z,81.842,20.647,True
2026-05-08T17:34:46.440008Z,83.47,20.647,True
2026-05-08T17:34:48.499192Z,79.725,20.647,True
2026-05-08T17:34:50.562259Z,81.704,20.647,True
2026-05-08T17:34:52.626791Z,84.038,20.647,True
2026-05-08T17:34:54.680354Z,85.588,20.647,True
2026-05-08T17:34:56.747225Z,81.548,20.647,True
2026-05-08T17:34:58.808996Z,83.323,20.647,True
2026-05-08T17:35:00.870423Z,70.635,20.647,True
2026-05-08T17:35:02.940213Z,72.538,20.647,True
2026-05-08T17:35:04.997824Z,82.843,20.647,True
2026-05-08T17:35:07.341059Z,84.281,20.647,True
2026-05-08T17:35:09.128684Z,85.847,20.647,True
2026-05-08T17:35:11.190192Z,86.866,20.647,True
2026-05-08T17:35:13.249847Z,83.369,20.647,True
2026-05-08T17:35:15.377139Z,84.281,20.647,True
2026-05-08T17:35:17.376523Z,86.73,20.647,True
2026-05-08T17:35:19.439835Z,87.215,20.647,True
2026-05-08T17:35:21.500242Z,84.031,20.647,True
2026-05-08T17:35:23.558488Z,85.229,20.647,True
2026-05-08T17:35:25.618577Z,87.047,20.647,True
2026-05-08T17:35:27.677948Z,69.213,20.647,True
2026-05-08T17:35:29.738881Z,66.335,20.647,True
2026-05-08T17:35:31.800933Z,85.614,20.647,True
2026-05-08T17:35:33.871555Z,87.181,20.647,True
2026-05-08T17:35:35.923040Z,88.031,20.647,True
2026-05-08T17:35:37.981332Z,80.949,20.647,True
2026-05-08T17:35:40.043455Z,84.824,20.647,True
2026-05-08T17:35:42.103357Z,85.135,20.647,True
2026-05-08T17:35:44.165032Z,85.135,20.647,True
2026-05-08T17:35:46.229373Z,85.959,20.647,True
2026-05-08T17:35:48.296398Z,86.486,20.647,True
2026-05-08T17:35:50.357484Z,83.839,20.647,True
2026-05-08T17:35:52.417413Z,84.917,20.647,True
2026-05-08T17:35:54.484859Z,85.042,20.647,True
2026-05-08T17:35:56.553069Z,85.541,20.647,True
2026-05-08T17:35:58.606806Z,86.822,20.647,True
2026-05-08T17:36:00.666103Z,83.785,20.647,True
2026-05-08T17:36:02.733341Z,85.294,20.647,True
2026-05-08T17:36:04.796270Z,85.668,20.647,True
2026-05-08T17:36:06.942805Z,86.14,20.647,True
2026-05-08T17:36:09.008704Z,87.465,20.647,True
2026-05-08T17:36:11.069965Z,67.843,20.647,True
2026-05-08T17:36:13.129965Z,85.45,20.647,True
2026-05-08T17:36:15.196078Z,86.995,20.647,True
2026-05-08T17:36:17.267161Z,88.05,20.647,True
2026-05-08T17:36:19.336499Z,85.155,20.647,True
2026-05-08T17:36:21.402737Z,84.86,20.647,True
2026-05-08T17:36:23.983251Z,87.248,20.647,True
2026-05-08T17:36:25.521658Z,88.434,20.647,True
2026-05-08T17:36:27.586697Z,85.773,20.647,True
2026-05-08T17:36:29.645632Z,85.248,20.647,True
2026-05-08T17:36:31.701271Z,86.886,20.647,True
2026-05-08T17:36:33.770857Z,87.398,20.647,True
2026-05-08T17:36:35.835390Z,84.033,20.647,True
2026-05-08T17:36:37.896104Z,62.182,87.493,False
2026-05-08T17:36:39.955213Z,64.847,87.465,False
2026-05-08T17:36:42.019227Z,88.033,88.003,True
2026-05-08T17:36:44.082059Z,85.545,87.975,False
2026-05-08T17:36:46.139782Z,86.515,87.946,False
2026-05-08T17:36:48.204565Z,88.533,88.033,True
2026-05-08T17:36:50.266798Z,89.239,88.046,True
2026-05-08T17:36:52.328582Z,86.748,88.045,False
2026-05-08T17:36:54.386715Z,87.231,88.044,False
2026-05-08T17:36:56.447865Z,88.486,88.281,True
2026-05-08T17:36:58.515371Z,89.305,88.462,True
2026-05-08T17:37:00.580212Z,86.716,88.46,False
2026-05-08T17:37:02.650407Z,86.888,88.457,False
2026-05-08T17:37:04.719881Z,63.191,88.455,False
2026-05-08T17:37:06.782002Z,65.187,88.452,False
2026-05-08T17:37:08.842004Z,87.17,88.45,False
2026-05-08T17:37:10.906370Z,86.533,88.447,False
2026-05-08T17:37:12.978909Z,88.689,88.495,True
2026-05-08T17:37:15.044250Z,89.37,88.557,True
2026-05-08T17:37:17.106666Z,86.705,88.549,False
2026-05-08T17:37:19.173530Z,87.168,88.541,False
2026-05-08T17:37:21.244020Z,90.358,88.689,True
2026-05-08T17:37:23.303791Z,90.259,89.212,True
2026-05-08T17:37:25.368590Z,88.796,89.195,False
2026-05-08T17:37:27.427105Z,88.026,89.173,False
2026-05-08T17:37:29.486503Z,89.694,89.292,True
2026-05-08T17:37:31.548468Z,69.461,89.288,False
2026-05-08T17:37:33.610122Z,66.456,89.285,False
2026-05-08T17:37:35.668954Z,85.92,89.282,False
2026-05-08T17:37:37.737403Z,88.696,89.279,False
2026-05-08T17:37:39.798357Z,89.121,89.275,False
2026-05-08T17:37:41.876646Z,81.34,89.272,False
2026-05-08T17:37:43.938319Z,83.668,89.269,False
2026-05-08T17:37:46.008623Z,84.893,89.266,False
2026-05-08T17:37:48.078077Z,85.017,89.262,False
2026-05-08T17:37:50.143923Z,85.761,89.259,False
2026-05-08T17:37:52.200266Z,86.325,89.256,False
2026-05-08T17:37:54.284372Z,83.801,89.253,False
2026-05-08T17:37:56.344069Z,84.754,89.249,False
2026-05-08T17:37:58.401204Z,84.878,89.246,False
2026-05-08T17:38:00.470676Z,85.579,89.243,False
2026-05-08T17:38:02.534049Z,86.394,89.239,False
2026-05-08T17:38:04.590480Z,83.537,89.234,False
2026-05-08T17:38:06.650192Z,84.951,89.228,False
2026-05-08T17:38:08.713751Z,85.231,89.222,False
2026-05-08T17:38:10.777965Z,85.59,89.216,False
2026-05-08T17:38:12.835931Z,86.502,89.21,False
2026-05-08T17:38:14.920527Z,66.142,89.204,False
2026-05-08T17:38:16.961005Z,84.848,89.198,False
2026-05-08T17:38:19.302178Z,85.852,89.192,False
2026-05-08T17:38:21.346062Z,87.095,89.186,False
2026-05-08T17:38:23.422984Z,84.045,89.18,False
2026-05-08T17:38:26.002556Z,84.931,89.174,False
2026-05-08T17:38:27.686111Z,86.459,89.168,False
2026-05-08T17:38:29.746987Z,87.635,89.163,False
2026-05-08T17:38:31.810817Z,84.398,89.157,False
2026-05-08T17:38:34.043591Z,85.261,89.151,False
2026-05-08T17:38:36.028577Z,86.042,89.145,False
2026-05-08T17:38:38.117979Z,86.517,89.139,False
2026-05-08T17:38:40.199594Z,82.675,89.133,False
2026-05-08T17:38:42.322575Z,60.008,89.127,False
2026-05-08T17:38:44.392995Z,62.45,89.121,False
2026-05-08T17:38:46.450461Z,86.793,89.105,False
2026-05-08T17:38:48.518441Z,84.295,89.089,False
2026-05-08T17:38:50.580005Z,85.111,89.072,False
2026-05-08T17:38:52.645356Z,87.577,89.056,False
2026-05-08T17:38:54.886355Z,88.554,89.04,False
2026-05-08T17:38:56.815052Z,85.783,89.023,False
2026-05-09T06:39:09.902980Z,74.328,20.647,True
2026-05-09T06:39:12.263635Z,76.285,20.647,True
2026-05-09T06:39:14.008089Z,81.143,20.647,True
2026-05-09T06:39:16.069109Z,83.498,20.647,True
2026-05-09T06:39:18.126654Z,80.182,20.647,True
2026-05-09T06:39:20.200985Z,78.39,20.647,True
2026-05-09T06:39:22.258030Z,69.879,20.647,True
2026-05-09T06:39:24.319932Z,85.869,20.647,True
2026-05-09T06:39:26.381690Z,82.729,20.647,True
2026-05-09T06:39:28.442328Z,82.304,20.647,True
2026-05-09T06:39:31.461143Z,85.912,20.647,True
2026-05-09T06:39:33.332355Z,86.658,20.647,True
2026-05-09T06:39:35.396094Z,83.469,20.647,True
2026-05-09T06:39:37.463331Z,83.535,20.647,True
2026-05-09T06:39:39.526478Z,86.687,20.647,True
2026-05-09T06:39:41.589201Z,87.413,20.647,True
2026-05-09T06:39:43.655682Z,84.172,20.647,True
2026-05-09T06:39:45.767651Z,83.893,20.647,True
2026-05-09T06:39:47.826169Z,71.302,20.647,True
2026-05-09T06:39:49.886356Z,70.784,20.647,True
2026-05-09T06:39:51.952656Z,84.995,20.647,True
2026-05-09T06:39:54.020008Z,85.056,20.647,True
2026-05-09T06:39:56.086291Z,87.93,20.647,True
2026-05-09T06:39:58.155842Z,88.887,20.647,True
2026-05-09T06:40:00.228318Z,85.516,20.647,True
2026-05-09T06:40:02.286405Z,85.643,20.647,True
2026-05-09T06:40:04.349513Z,88.251,20.647,True
2026-05-09T06:40:06.411636Z,89.294,20.647,True
2026-05-09T06:40:08.469083Z,86.115,20.647,True
2026-05-09T06:40:10.537541Z,86.945,20.647,True
2026-05-09T06:40:12.603271Z,88.451,20.647,True
2026-05-09T06:40:14.674306Z,67.051,20.647,True
2026-05-09T06:40:16.740705Z,64.874,20.647,True
2026-05-09T06:40:18.796588Z,87.793,20.647,True
2026-05-09T06:40:20.853989Z,89.388,20.647,True
2026-05-09T06:40:22.919301Z,90.261,20.647,True
2026-05-09T06:40:24.979592Z,83.711,20.647,True
2026-05-09T06:40:27.036355Z,84.813,20.647,True
2026-05-09T06:40:29.110791Z,85.679,20.647,True
2026-05-09T06:40:31.175974Z,85.805,20.647,True
2026-05-09T06:40:33.236940Z,87.081,20.647,True
2026-05-09T06:40:35.300323Z,88.392,20.647,True
2026-05-09T06:40:37.366685Z,84.74,20.647,True
2026-05-09T06:40:39.424683Z,85.922,20.647,True
2026-05-09T06:40:41.492505Z,85.836,20.647,True
2026-05-09T06:40:43.557563Z,87.328,20.647,True
2026-05-09T06:40:45.625398Z,88.879,20.647,True
2026-05-09T06:40:47.689162Z,85.018,20.647,True
2026-05-09T06:40:49.751122Z,86.023,20.647,True
2026-05-09T06:40:51.818192Z,85.981,20.647,True
2026-05-09T06:40:53.878249Z,87.165,20.647,True
2026-05-09T06:40:55.945133Z,88.911,20.647,True
2026-05-09T06:40:58.010077Z,70.215,20.647,True
2026-05-09T06:41:00.077698Z,85.768,20.647,True
2026-05-09T06:41:02.134327Z,87.921,20.647,True
2026-05-09T06:41:04.194865Z,89.548,20.647,True
2026-05-09T06:41:06.253277Z,85.937,20.647,True
2026-05-09T06:41:08.315514Z,85.454,20.647,True
2026-05-09T06:41:10.384518Z,88.341,20.647,True
2026-05-09T06:41:12.447162Z,90.131,89.396,True
2026-05-09T06:41:14.515097Z,86.764,89.388,False
2026-05-09T06:41:16.597647Z,85.693,89.383,False
2026-05-09T06:41:18.648258Z,88.152,89.379,False
2026-05-09T06:41:20.714946Z,89.242,89.374,False
2026-05-09T06:41:22.778923Z,84.688,89.369,False
2026-05-09T06:41:24.835279Z,64.746,89.364,False
2026-05-09T06:41:26.911499Z,66.983,89.36,False
2026-05-09T06:41:28.972578Z,88.845,89.355,False
2026-05-09T06:41:31.038267Z,86.596,89.35,False
2026-05-09T06:41:33.103606Z,86.948,89.346,False
2026-05-09T06:41:35.161571Z,89.366,89.377,False
2026-05-09T06:41:37.231787Z,90.126,89.46,True
2026-05-09T06:41:39.289242Z,87.613,89.452,False
2026-05-09T06:41:41.349097Z,87.154,89.444,False
2026-05-09T06:41:43.416994Z,89.255,89.436,False
2026-05-09T06:41:45.481016Z,90.159,89.693,True
2026-05-09T06:41:47.545030Z,87.306,89.664,False
2026-05-09T06:41:49.605101Z,87.049,89.635,False
2026-05-09T06:41:51.671905Z,64.6,89.606,False
2026-05-09T06:41:53.736809Z,65.899,89.577,False
2026-05-09T06:41:55.801493Z,87.306,89.548,False
2026-05-09T06:41:57.871188Z,86.93,89.54,False
2026-05-09T06:41:59.932626Z,89.115,89.532,False
2026-05-09T06:42:02.000545Z,89.953,89.892,True
2026-05-09T06:42:04.064838Z,87.338,89.872,False
2026-05-09T06:42:06.130617Z,86.762,89.852,False
2026-05-09T06:42:08.190420Z,89.05,89.831,False
2026-05-09T06:42:10.258611Z,89.953,89.953,True
2026-05-09T06:42:12.319292Z,87.026,89.953,False
2026-05-09T06:42:14.388708Z,87.188,89.953,False
2026-05-09T06:42:16.456907Z,89.11,89.953,False
2026-05-09T06:42:18.520406Z,69.27,89.953,False
2026-05-09T06:42:20.595650Z,66.417,89.953,False
2026-05-09T06:42:22.654609Z,86.464,89.953,False
2026-05-09T06:42:24.717744Z,89.036,89.953,False
2026-05-09T06:42:26.783098Z,89.887,89.953,False
2026-05-09T06:42:28.840862Z,82.111,89.953,False
2026-05-09T06:42:30.909954Z,84.361,89.953,False
2026-05-09T06:42:32.973840Z,85.295,89.953,False
2026-05-09T06:42:35.037841Z,85.42,89.953,False
2026-05-09T06:42:37.093834Z,86.719,89.953,False
2026-05-09T06:42:39.158070Z,88.132,89.95,False
2026-05-09T06:42:41.225193Z,84.145,89.946,False
2026-05-09T06:42:43.286220Z,85.046,89.943,False
2026-05-09T06:42:45.354549Z,85.327,89.94,False
2026-05-09T06:42:47.410737Z,86.589,89.937,False
2026-05-09T06:42:49.475274Z,88.304,89.933,False
2026-05-09T06:42:51.541868Z,84.029,89.93,False
2026-05-09T06:42:53.604820Z,85.023,89.927,False
2026-05-09T06:42:55.670795Z,85.303,89.923,False
2026-05-09T06:42:57.738178Z,86.69,89.92,False
2026-05-09T06:42:59.800871Z,88.336,89.917,False
2026-05-09T06:43:01.861798Z,68.963,89.914,False
2026-05-09T06:43:03.922798Z,84.905,89.91,False
2026-05-09T06:43:05.985200Z,87.458,89.907,False
2026-05-09T06:43:08.053834Z,88.909,89.904,False
2026-05-09T06:43:10.118402Z,84.919,89.901,False
2026-05-09T06:43:12.172066Z,84.491,89.897,False
2026-05-09T06:43:14.251516Z,87.673,89.894,False
2026-05-09T06:43:16.323989Z,89.456,89.891,False
2026-05-09T06:43:18.377195Z,85.824,89.887,False
2026-05-09T06:43:20.440362Z,85.244,89.87,False
2026-05-09T06:43:22.506654Z,87.641,89.854,False
2026-05-09T06:43:24.574432Z,88.812,89.837,False
2026-05-09T06:43:26.638643Z,84.571,89.82,False
